num_words,num_unique_words,num_stopwords,num_links,num_unique_domains,num_email_addresses,num_spelling_errors,num_urgent_keywords,label
165,91,41,0,0,3,9,1,0
36,29,14,0,0,0,2,0,0
175,106,56,4,3,2,16,1,1
162,99,48,1,1,0,8,1,0
499,244,175,0,0,4,18,0,0
150,97,49,1,1,2,14,0,0
105,75,32,0,0,0,14,0,0
14,14,6,0,0,0,2,0,0
17,16,1,0,0,0,2,0,0
25,25,10,0,0,0,0,0,0
112,84,35,0,0,0,2,0,1
60,49,8,0,0,0,6,0,1
900,444,170,26,9,22,118,0,0
73,52,25,1,1,0,0,0,0
433,226,67,3,2,45,86,0,0
100,63,24,0,0,0,12,0,0
18,16,7,0,0,0,0,0,0
68,68,2,0,0,0,9,0,1
195,104,87,0,0,0,0,0,0
93,70,39,0,0,0,0,0,0
55,48,16,0,0,0,1,0,1
81,59,32,0,0,0,1,0,0
142,89,44,0,0,0,6,0,1
53,53,5,0,0,0,3,0,1
2462,688,991,0,0,0,35,2,1
54,49,20,0,0,0,8,0,1
69,66,3,0,0,0,0,0,1
14,13,6,0,0,0,0,0,0
64,43,24,0,0,0,2,0,1
695,396,221,0,0,0,133,2,1
46,34,12,0,0,0,8,0,0
112,71,34,0,0,0,4,0,0
6,6,0,0,0,0,4,0,1
260,156,84,3,2,1,14,0,0
11,11,3,0,0,0,1,0,0
134,85,53,0,0,0,5,1,0
215,137,84,0,0,0,16,0,0
388,125,24,0,0,0,142,0,1
308,175,98,0,0,4,16,0,0
27,24,9,0,0,0,3,0,1
25,23,2,0,0,0,11,0,0
122,93,35,0,0,0,7,0,0
2617,700,1062,0,0,0,34,1,1
533,263,190,0,0,0,17,0,0
134,75,31,0,0,0,22,0,1
39,36,6,0,0,0,13,0,1
181,106,71,0,0,0,7,0,0
90,57,41,0,0,0,6,0,0
104,72,38,1,1,0,3,0,1
32,32,10,0,0,0,2,0,0
2398,814,764,0,0,0,77,1,0
90,41,6,0,0,0,14,0,0
149,89,33,0,0,0,29,0,0
34,31,14,0,0,0,1,0,1
1253,571,366,1,1,11,107,1,0
183,98,54,2,2,0,6,0,0
70,63,8,0,0,0,18,0,1
26,21,6,0,0,2,4,0,0
54,46,17,0,0,0,8,0,0
151,96,51,0,0,0,6,0,0
63,51,17,2,1,0,4,0,1
39,37,8,0,0,0,1,0,1
136,75,37,0,0,0,8,0,0
36,30,15,0,0,0,1,0,0
341,175,90,0,0,1,34,0,0
81,62,31,0,0,0,4,0,0
102,67,6,0,0,0,28,0,1
77,66,15,0,0,0,2,0,1
16,16,3,0,0,0,1,0,0
18,17,7,0,0,0,1,0,1
364,206,103,0,0,0,12,0,1
13,13,4,0,0,0,0,0,0
379,172,124,0,0,0,40,1,0
356,193,123,0,0,0,9,1,0
18,17,0,0,0,1,3,0,0
571,287,218,0,0,1,8,0,0
38,34,12,0,0,1,3,0,0
11,6,0,0,0,0,3,0,0
2210,931,387,48,10,2,242,3,0
148,95,29,3,2,0,17,0,1
10,10,2,0,0,0,0,0,1
98,67,35,0,0,1,6,0,0
314,154,116,0,0,0,19,0,0
21,19,2,0,0,0,6,0,1
186,122,48,0,0,0,10,0,0
208,126,5,0,0,0,113,0,1
180,134,58,0,0,0,5,0,1
33,28,19,0,0,0,0,0,0
509,248,169,6,6,3,9,0,1
1025,464,351,0,0,0,107,2,1
186,114,73,1,1,0,0,1,1
121,69,41,1,1,0,1,0,1
27,24,9,0,0,0,2,0,1
74,42,14,0,0,0,2,0,0
283,154,13,0,0,0,202,0,1
142,102,42,0,0,1,9,0,1
185,107,61,1,1,3,5,1,0
127,107,28,0,0,0,21,0,1
16,12,0,4,4,0,6,0,1
329,139,50,0,0,12,39,0,0
41,31,18,0,0,0,4,0,0
12,12,3,0,0,0,3,0,0
43,35,20,0,0,0,1,0,0
209,119,65,0,0,0,17,0,0
45,38,15,0,0,0,1,0,0
55,45,17,0,0,0,2,0,0
241,144,58,2,1,2,23,0,0
147,95,34,0,0,0,21,0,1
94,43,20,0,0,0,23,0,0
149,91,16,0,0,0,49,0,0
71,55,26,0,0,0,10,0,0
1980,404,725,0,0,40,93,1,0
103,70,27,3,3,1,13,0,1
87,44,9,0,0,2,27,0,0
25,25,1,0,0,0,10,0,1
106,65,46,0,0,0,4,0,1
253,154,89,2,1,0,7,0,0
524,258,221,0,0,0,9,1,1
95,62,41,0,0,0,0,0,1
94,68,21,0,0,0,18,0,0
66,37,14,0,0,0,17,1,0
20,17,7,0,0,0,0,0,1
52,43,24,0,0,0,0,0,0
292,150,84,0,0,0,43,0,0
23,22,5,0,0,0,1,1,1
57,57,6,0,0,0,7,0,1
96,72,20,0,0,0,5,0,1
145,89,47,0,0,0,8,1,0
99,76,1,0,0,0,61,0,1
95,76,37,1,1,0,3,0,1
39,38,4,0,0,0,14,0,1
100,64,16,5,3,2,18,0,1
50,40,9,0,0,1,2,0,0
13,10,1,0,0,0,0,0,1
64,56,6,0,0,0,15,0,1
178,100,51,0,0,0,23,0,0
71,53,23,0,0,0,0,0,0
264,145,103,0,0,0,3,0,0
35,32,11,0,0,1,2,0,0
69,44,22,0,0,0,4,0,0
20,18,9,0,0,0,1,0,0
339,191,121,0,0,0,13,0,0
231,132,79,0,0,6,18,1,0
74,57,15,0,0,0,15,0,0
275,119,47,4,2,6,46,0,0
17,16,8,0,0,0,0,0,0
116,91,40,0,0,0,1,0,0
210,139,76,0,0,0,8,1,1
20,19,3,0,0,0,0,0,0
401,189,82,0,0,24,107,0,0
11,10,0,0,0,0,2,0,0
85,57,25,0,0,0,9,0,0
69,58,14,0,0,0,6,0,1
118,95,47,0,0,0,8,0,1
156,105,60,0,0,0,0,0,1
185,130,45,0,0,0,14,1,0
87,64,35,0,0,2,5,0,0
20,17,3,0,0,1,1,0,0
29,26,9,0,0,0,1,0,0
195,121,66,0,0,0,10,0,0
8,8,1,0,0,0,2,0,0
141,111,50,0,0,0,5,1,1
52,44,6,0,0,0,5,0,1
20,18,8,0,0,0,0,0,0
48,41,19,0,0,0,7,0,1
479,213,210,0,0,0,4,0,1
50,41,12,0,0,0,9,0,0
514,223,166,0,0,14,25,0,0
26,25,5,0,0,0,2,0,0
65,52,11,0,0,4,5,0,0
302,149,122,0,0,0,20,0,0
262,137,76,0,0,0,12,0,1
431,201,153,0,0,0,25,0,1
123,89,45,0,0,0,3,0,0
99,81,11,0,0,0,29,0,1
298,187,75,0,0,0,19,0,1
16,13,0,0,0,0,0,0,0
61,58,8,0,0,0,13,0,1
434,224,136,0,0,0,8,0,1
50,45,11,0,0,1,7,0,0
33,32,8,0,0,0,7,0,1
377,127,25,0,0,0,156,1,1
357,156,92,0,0,0,72,1,0
317,167,98,0,0,0,8,1,1
120,74,37,0,0,1,14,0,0
16,14,7,0,0,0,0,0,0
38,33,0,1,1,0,27,0,1
99,80,23,1,1,1,15,0,1
416,163,113,0,0,0,68,0,0
54,47,10,0,0,0,2,0,1
422,161,134,0,0,0,27,1,0
910,476,291,0,0,0,122,2,1
176,105,46,0,0,0,16,1,1
111,94,10,0,0,0,32,0,1
39,32,14,1,1,0,5,0,0
50,43,24,0,0,0,3,0,0
43,38,11,0,0,0,4,0,0
50,44,10,0,0,0,10,0,1
44,36,19,0,0,0,2,0,0
121,88,43,0,0,0,9,0,0
451,236,129,0,0,14,44,0,0
102,68,6,0,0,0,27,0,1
268,128,61,0,0,0,45,0,0
65,52,28,0,0,0,1,0,0
973,378,314,0,0,16,47,1,0
20,20,3,0,0,0,0,0,0
77,55,25,0,0,0,7,0,0
476,208,119,16,2,3,18,1,0
34,33,7,0,0,0,3,0,0
234,123,84,0,0,1,10,2,0
142,85,58,0,0,0,11,0,0
33,33,14,0,0,0,1,0,0
17,16,0,0,0,1,3,0,0
25,24,7,0,0,0,0,1,0
27,24,9,0,0,0,3,0,1
179,125,53,0,0,0,4,0,1
45,36,5,0,0,2,8,0,0
311,157,126,0,0,0,18,0,0
588,180,38,1,1,2,292,0,1
100,63,43,0,0,0,2,0,0
69,57,32,0,0,0,2,0,0
149,90,53,0,0,0,4,0,1
125,99,42,0,0,0,7,0,1
51,41,18,0,0,0,5,0,0
27,20,4,0,0,0,4,0,0
185,108,65,0,0,0,4,1,1
213,120,62,1,1,2,17,1,0
143,87,57,0,0,0,5,0,0
202,183,2,0,0,0,132,0,1
13,12,3,1,1,0,0,0,0
109,68,15,6,2,1,20,0,1
154,97,54,0,0,0,3,1,1
57,51,15,0,0,0,3,0,0
73,38,18,0,0,0,2,0,0
177,101,26,0,0,12,66,0,0
409,206,143,0,0,2,32,1,0
73,49,14,0,0,0,10,0,0
21,19,1,0,0,0,1,0,0
6,6,2,0,0,0,0,0,0
31,27,10,0,0,0,0,0,1
253,125,93,0,0,0,9,0,0
278,168,95,0,0,0,21,1,1
41,41,11,0,0,0,0,0,1
154,120,42,0,0,0,7,1,1
221,161,80,0,0,0,4,0,1
110,72,38,0,0,0,8,0,1
921,373,322,0,0,0,20,2,1
399,232,114,0,0,0,18,0,1
63,51,17,0,0,0,2,0,0
101,73,43,0,0,0,3,1,0
153,110,46,0,0,0,9,0,1
159,112,57,0,0,0,5,1,0
270,191,84,0,0,0,23,0,1
108,78,36,1,1,0,3,0,1
58,40,9,0,0,0,12,0,1
14,12,7,0,0,0,0,0,0
28,27,9,0,0,0,2,0,0
165,104,62,2,1,1,10,0,0
7,7,2,0,0,0,0,0,0
119,62,47,0,0,0,6,0,0
33,29,5,0,0,0,4,0,0
657,340,210,0,0,0,88,0,1
20,19,4,0,0,0,3,0,0
133,100,1,0,0,0,86,0,1
193,126,61,0,0,0,4,2,1
377,221,99,0,0,0,28,1,1
22,21,6,1,1,0,0,0,0
63,53,20,0,0,1,5,0,0
2225,756,667,0,0,0,38,0,0
36,29,7,0,0,0,4,0,1
99,73,30,0,0,0,2,0,1
174,127,51,2,2,0,6,1,0
351,187,111,1,1,1,4,1,1
24,22,0,0,0,0,4,0,0
413,239,136,0,0,0,16,0,1
23,22,4,0,0,0,2,0,0
81,61,33,0,0,0,0,1,0
8,8,4,0,0,0,0,0,0
183,136,63,0,0,0,13,0,0
92,64,32,0,0,0,6,0,0
22,17,7,0,0,0,1,0,0
95,62,35,0,0,0,14,0,0
114,69,44,0,0,0,4,1,1
230,163,73,0,0,0,19,0,1
82,61,15,0,0,0,16,0,0
319,173,1,0,0,0,134,0,1
523,269,186,0,0,0,20,1,0
197,134,53,5,2,2,12,0,0
105,74,29,0,0,1,7,1,0
1674,594,571,10,10,1,47,1,1
205,133,68,0,0,0,7,0,1
299,172,23,0,0,0,86,0,0
177,105,28,0,0,0,22,1,0
20,17,3,0,0,0,4,0,1
463,222,166,0,0,0,16,2,1
24,22,0,0,0,0,4,0,0
211,124,87,0,0,2,4,0,0
246,164,96,1,1,2,12,1,0
21,21,7,0,0,0,1,0,0
139,96,49,0,0,0,5,0,0
122,83,20,4,1,1,15,0,1
38,32,9,0,0,0,9,0,0
93,58,30,0,0,0,1,1,1
176,115,49,6,6,0,19,0,0
3728,654,656,75,7,0,607,1,0
18,16,2,0,0,1,1,0,0
28,27,3,0,0,0,12,0,1
44,38,15,0,0,0,1,0,0
484,243,140,5,1,1,21,1,1
264,177,69,0,0,0,12,0,1
102,62,32,0,0,1,21,1,0
33,31,7,0,0,0,12,0,1
23,23,4,0,0,0,2,0,0
481,245,176,3,1,1,12,0,1
61,55,13,0,0,0,14,0,1
47,36,24,0,0,0,0,0,0
19,17,3,0,0,0,5,0,1
137,77,38,0,0,0,8,0,0
231,116,93,0,0,0,5,0,0
44,39,11,0,0,0,8,0,1
11,11,4,0,0,0,0,0,0
45,41,10,0,0,0,3,0,1
106,73,29,3,1,0,4,0,1
91,58,24,0,0,0,5,0,0
166,81,37,4,1,0,7,0,0
764,327,296,0,0,6,30,0,0
166,112,46,0,0,9,19,0,0
398,169,116,0,0,0,30,2,0
35,34,5,0,0,0,9,0,1
12,12,2,0,0,0,3,0,1
772,200,156,0,0,0,178,1,0
298,162,130,0,0,0,5,0,0
248,137,79,0,0,0,28,0,0
26,25,8,0,0,0,4,0,0
229,123,101,0,0,0,19,0,0
85,66,24,0,0,0,11,0,1
95,75,36,0,0,2,4,0,0
62,49,22,0,0,0,2,0,0
109,86,19,0,0,0,12,0,1
572,264,215,0,0,0,27,0,0
50,43,13,0,0,1,4,0,0
10,10,3,0,0,0,0,0,1
56,51,7,0,0,0,21,0,1
207,111,56,0,0,4,9,0,1
132,131,2,0,0,0,8,0,1
2346,648,926,0,0,0,32,3,1
47,40,11,0,0,0,3,0,1
307,187,113,0,0,0,7,1,1
211,92,45,0,0,0,41,0,0
85,61,35,0,0,0,8,0,0
191,115,70,0,0,0,3,2,1
49,40,10,0,0,0,2,0,1
488,239,124,0,0,0,73,1,0
181,117,44,0,0,0,21,1,1
1133,523,348,0,0,0,137,0,1
72,38,6,0,0,0,14,0,1
144,87,39,0,0,0,18,0,0
86,61,17,0,0,5,10,2,0
182,104,61,0,0,0,14,0,0
1293,565,433,0,0,0,144,2,1
33,28,0,1,1,0,25,0,1
40,38,5,0,0,0,2,0,1
64,35,15,0,0,0,6,0,0
156,100,62,0,0,0,1,0,0
50,48,13,0,0,0,8,0,1
127,77,39,0,0,0,15,0,0
791,304,252,0,0,6,61,1,0
65,50,24,0,0,0,1,0,0
161,118,58,0,0,0,6,0,1
94,71,24,0,0,0,3,0,1
36,25,14,0,0,0,7,0,0
56,43,9,0,0,1,8,0,0
249,133,76,5,3,3,22,1,0
8,8,1,0,0,0,0,0,1
31,31,8,0,0,0,2,0,0
468,217,185,0,0,0,9,2,1
351,202,97,0,0,0,17,0,1
176,115,56,3,3,1,13,0,1
58,48,22,0,0,0,2,0,0
88,61,33,0,0,0,8,0,0
74,59,26,0,0,1,1,0,0
31,27,12,0,0,0,3,0,0
221,147,59,0,0,0,1,0,1
7,7,1,0,0,0,0,0,1
1806,701,523,0,0,12,93,1,0
1097,449,61,1,1,1,505,1,0
89,57,30,0,0,0,5,0,1
549,244,159,0,0,13,48,1,0
324,156,82,0,0,5,63,0,0
39,32,9,0,0,0,5,0,0
23,22,8,0,0,0,0,0,0
26,24,8,0,0,0,0,0,0
177,103,62,0,0,0,4,5,1
100,65,30,1,1,0,6,0,1
344,153,123,3,1,8,23,0,0
54,49,13,0,0,0,3,0,1
51,44,20,0,0,0,5,0,1
73,48,9,0,0,4,25,0,0
253,157,91,0,0,0,4,0,1
125,98,44,0,0,0,8,0,1
74,67,25,0,0,0,14,0,1
259,150,87,6,1,1,20,0,1
2093,685,878,0,0,0,7,3,1
117,78,37,1,1,1,7,0,0
151,100,42,0,0,0,5,0,1
170,122,53,0,0,0,15,0,0
23,22,11,0,0,0,0,0,0
103,76,31,0,0,0,3,0,1
259,131,47,0,0,0,31,1,0
269,150,82,3,3,1,10,0,1
1042,440,319,0,0,0,19,0,0
80,61,32,0,0,0,2,0,0
34,27,7,1,1,0,1,0,0
79,69,14,0,0,0,15,0,1
476,243,198,1,1,2,26,2,1
182,104,84,0,0,0,2,0,1
147,98,60,0,0,0,6,0,0
173,117,58,0,0,2,6,1,1
78,52,20,0,0,0,21,0,0
72,55,19,0,0,0,6,0,0
7,7,1,0,0,0,0,0,1
1531,608,506,4,1,2,76,0,0
35,35,0,0,0,0,2,0,1
7531,1383,2516,6,2,5,240,1,0
19,17,9,0,0,0,1,0,0
407,217,136,0,0,5,25,1,0
88,55,39,0,0,0,1,0,0
266,156,89,0,0,0,21,0,1
84,68,26,0,0,1,5,0,0
219,135,65,0,0,6,28,0,0
42,33,6,0,0,4,4,0,0
46,36,16,0,0,0,1,0,1
326,231,19,0,0,0,161,0,1
301,126,51,0,0,0,72,0,0
245,139,81,0,0,0,14,0,0
287,147,131,0,0,0,23,0,0
388,38,118,0,0,0,8,0,0
1438,586,255,1,1,30,377,3,0
73,61,12,0,0,0,22,0,1
146,111,43,1,1,0,5,0,0
107,70,35,0,0,0,5,0,0
246,142,85,3,3,3,23,0,1
75,57,26,1,1,1,7,0,1
1560,623,371,5,5,0,179,2,0
69,42,13,0,0,0,7,0,0
76,55,25,0,0,0,1,0,1
78,55,17,0,0,0,7,0,0
36,30,11,0,0,0,4,0,1
389,189,105,0,0,9,55,0,0
155,97,62,0,0,0,10,0,0
587,285,225,0,0,0,18,0,1
774,392,179,25,2,1,54,0,0
937,366,380,0,0,0,25,1,1
410,179,75,0,0,0,41,0,0
169,104,46,0,0,0,0,1,1
734,717,9,0,0,0,76,0,1
53,46,15,0,0,0,2,0,1
97,67,28,0,0,4,11,0,0
34,23,4,3,3,1,11,0,1
56,45,23,0,0,0,1,0,1
36,28,7,1,1,0,2,0,0
90,73,19,0,0,0,9,0,1
175,117,50,1,1,1,13,0,1
124,78,41,1,1,0,2,0,0
19,19,3,0,0,0,1,0,0
345,187,127,0,0,0,4,1,1
87,60,30,0,0,0,11,0,1
849,359,283,0,0,0,57,0,0
29,27,9,0,0,0,0,1,0
87,66,32,0,0,0,3,0,1
119,86,37,0,0,0,24,0,0
10,9,5,0,0,0,0,0,0
61,39,16,0,0,0,10,0,0
679,309,229,0,0,0,17,1,1
43,41,11,0,0,0,8,0,1
435,197,104,0,0,12,44,0,0
126,89,52,0,0,0,8,0,1
368,149,135,0,0,10,23,1,0
67,57,22,0,0,0,2,0,0
16,16,3,1,1,0,2,0,0
41,35,7,0,0,0,6,0,1
45,35,6,0,0,1,12,0,0
2068,653,457,39,1,3,246,2,0
324,168,63,0,0,0,79,0,1
100,80,25,0,0,0,2,0,1
41,37,12,0,0,0,1,0,0
24,24,5,0,0,0,1,1,1
104,69,47,0,0,0,1,0,1
68,55,20,0,0,0,3,0,1
46,29,2,0,0,0,3,0,1
156,101,36,0,0,0,26,0,0
192,123,66,0,0,4,16,1,0
319,191,79,0,0,0,30,0,1
125,85,38,0,0,1,6,0,0
54,43,26,0,0,0,2,0,0
31,26,7,1,1,0,6,0,0
364,192,136,0,0,0,8,0,0
258,154,72,3,3,2,20,0,1
113,65,34,0,0,0,4,0,1
204,100,25,0,0,2,69,0,0
838,335,275,0,0,0,89,0,0
42,34,13,0,0,0,6,0,1
35,31,9,1,1,0,5,0,0
136,107,16,0,0,0,28,0,1
98,82,30,0,0,0,6,0,1
307,157,95,0,0,4,39,0,0
9,9,5,0,0,0,0,0,0
121,75,48,0,0,0,6,0,0
155,92,43,0,0,0,8,0,1
289,177,67,7,1,1,18,2,0
275,162,92,0,0,0,4,0,1
474,241,175,3,1,1,10,0,1
539,285,155,0,0,0,64,1,1
39,35,14,0,0,0,3,0,0
67,54,22,0,0,0,4,1,1
54,45,17,0,0,0,1,0,1
927,366,392,0,0,0,13,2,1
23,19,0,0,0,0,9,0,1
86,64,30,0,0,1,4,0,0
974,411,352,1,1,8,49,1,0
66,49,29,0,0,0,3,1,0
129,96,40,2,2,0,7,0,0
177,124,53,1,1,2,12,0,1
1465,557,475,44,3,2,78,0,0
56,48,10,1,1,1,5,0,0
1000,447,312,0,0,1,16,0,0
54,46,13,0,0,1,1,0,0
268,131,110,0,0,0,1,0,0
246,163,87,0,0,0,24,0,1
46,40,13,0,0,0,3,1,0
68,63,16,3,3,0,7,0,0
209,146,70,0,0,1,15,1,0
1769,628,524,9,3,0,73,3,0
66,59,19,0,0,0,3,0,0
28,26,8,0,0,0,0,0,0
350,170,122,0,0,4,26,1,0
1487,494,602,0,0,0,16,2,1
597,227,123,3,3,2,94,1,1
279,156,100,0,0,0,4,0,1
86,62,34,0,0,0,2,0,0
83,69,26,0,0,0,9,0,0
38,28,7,0,0,2,5,0,0
113,69,19,1,1,7,15,0,0
69,53,20,0,0,0,2,0,1
44,37,13,0,0,0,8,0,1
193,116,59,0,0,0,17,0,0
104,77,28,2,1,0,12,0,0
29,27,8,0,0,0,1,0,0
5,4,0,0,0,0,2,0,0
240,133,103,0,0,1,3,1,0
15,15,2,0,0,0,3,0,1
289,168,87,1,1,0,10,1,0
59,44,25,0,0,0,3,0,0
337,202,114,0,0,0,21,0,0
128,84,35,3,2,3,14,0,1
133,74,48,0,0,0,10,0,0
226,125,56,0,0,0,8,1,1
488,282,158,0,0,0,85,0,1
485,236,188,0,0,0,14,0,0
254,212,29,0,0,0,20,0,1
77,53,28,2,2,3,10,0,1
274,170,101,4,3,0,7,1,1
8436,2063,2664,0,0,5,288,3,0
23,23,5,0,0,0,1,1,1
150,82,44,0,0,0,18,0,0
10,9,4,0,0,0,1,0,0
47,24,10,0,0,0,2,0,1
94,86,12,2,1,1,8,0,0
45,37,16,0,0,0,3,0,0
32,29,9,0,0,0,3,0,1
838,361,304,0,0,0,16,1,1
30,28,13,0,0,0,1,0,0
268,153,97,0,0,0,11,1,0
14,14,3,0,0,0,0,0,0
41,35,11,0,0,0,3,0,0
87,63,32,0,0,0,8,0,1
165,142,18,0,0,0,9,0,1
21,20,7,0,0,0,0,0,0
263,146,100,0,0,0,20,1,0
64,53,28,0,0,0,2,0,1
2144,1048,202,1,1,340,666,0,0
180,171,17,0,0,0,7,0,1
1211,501,389,0,0,0,116,1,1
318,208,40,0,0,0,15,0,1
1695,416,443,14,1,1,135,2,0
100,79,30,0,0,0,14,0,1
27,24,9,0,0,0,2,0,1
151,104,47,2,2,1,2,0,1
75,59,17,0,0,0,5,0,0
24,24,6,0,0,0,1,0,1
85,68,17,0,0,0,12,2,1
183,113,64,0,0,0,5,0,0
34,32,3,0,0,0,1,0,1
892,373,295,0,0,0,46,1,1
93,85,18,0,0,0,17,0,1
87,67,32,0,0,0,12,0,1
41,33,16,0,0,0,0,0,0
494,284,162,0,0,1,23,1,1
143,94,30,1,1,5,22,0,0
1806,663,647,0,0,0,18,2,0
38,34,17,0,0,0,3,0,0
41,31,0,0,0,0,6,0,0
31,27,10,0,0,0,0,0,0
24,20,3,0,0,0,9,0,0
78,59,28,1,1,0,0,0,1
67,53,17,0,0,0,10,0,0
354,188,94,0,0,0,15,1,0
485,232,71,0,0,0,29,0,1
24,22,0,0,0,0,4,0,0
161,96,35,1,1,3,21,0,0
428,234,128,0,0,2,13,1,1
53,47,16,0,0,0,2,1,1
22,20,4,0,0,0,0,0,0
374,161,132,0,0,0,47,0,0
548,191,176,0,0,12,20,1,0
72,61,12,0,0,0,20,0,1
3,3,1,0,0,0,0,0,0
87,66,32,0,0,0,13,0,1
229,93,22,0,0,0,20,0,1
7,7,2,0,0,0,2,0,1
90,75,21,0,0,1,15,0,1
39,35,8,0,0,0,12,0,1
85,65,25,0,0,0,6,0,0
9,9,4,0,0,0,0,0,0
282,154,112,0,0,0,12,0,0
1236,472,422,0,0,0,19,1,1
7,7,4,0,0,0,0,0,0
93,69,29,0,0,1,11,1,0
574,219,196,0,0,0,54,1,0
115,80,36,0,0,1,6,1,0
9,9,3,0,0,0,0,0,1
316,179,105,0,0,0,9,1,0
181,119,64,0,0,1,12,0,0
2220,636,897,12,8,1,54,0,1
41,33,12,0,0,0,1,0,1
85,66,24,0,0,0,11,0,1
82,67,21,0,0,0,5,0,1
74,52,32,0,0,0,1,0,0
409,178,165,0,0,0,36,0,0
255,134,94,1,1,1,9,2,1
20,20,4,0,0,0,1,0,0
70,58,24,0,0,0,8,0,0
588,229,181,0,0,6,82,0,0
312,149,18,0,0,0,119,0,0
183,135,44,0,0,0,9,0,1
64,51,19,0,0,0,2,0,1
45,35,19,0,0,0,0,0,1
68,63,17,0,0,0,1,1,1
383,194,141,3,1,5,20,1,0
186,94,46,2,2,2,13,0,0
64,62,5,0,0,0,0,0,1
174,127,51,0,0,0,12,0,1
75,63,20,0,0,0,5,0,1
723,262,220,0,0,0,15,1,0
45,33,10,1,1,1,11,0,0
343,183,99,0,0,0,24,0,0
97,67,35,0,0,1,9,0,0
343,203,90,0,0,2,22,1,0
890,452,305,0,0,0,25,0,0
109,82,40,0,0,1,4,0,0
130,85,33,0,0,0,14,0,0
184,88,5,0,0,0,75,0,0
316,164,89,0,0,0,25,0,0
518,231,151,0,0,7,66,0,0
43,32,3,0,0,0,4,0,1
6,6,1,0,0,0,0,0,1
25,19,11,0,0,0,0,1,0
244,128,101,0,0,0,15,1,0
951,291,259,1,1,1,15,1,0
2172,677,698,0,0,1,120,1,0
5,5,0,0,0,0,0,0,0
717,688,20,0,0,0,78,0,1
51,42,9,0,0,0,24,0,1
19,17,7,1,1,0,0,0,0
284,157,138,0,0,0,3,0,0
85,67,22,0,0,0,3,0,1
199,145,64,0,0,0,15,0,1
62,42,20,0,0,0,2,0,1
91,74,32,0,0,0,5,1,1
1142,363,335,0,0,2,153,1,0
50,39,25,0,0,0,0,0,0
79,68,14,0,0,0,15,0,1
153,108,43,0,0,0,4,0,0
32,22,5,0,0,0,1,0,0
191,120,54,6,3,0,10,0,1
70,52,27,0,0,0,1,0,0
151,95,29,0,0,0,14,0,0
226,123,98,0,0,0,5,0,0
381,200,153,0,0,0,16,1,0
269,167,76,0,0,0,32,0,1
136,98,44,0,0,0,6,0,0
443,216,117,0,0,0,39,1,0
224,117,82,0,0,0,11,0,0
159,102,54,0,0,1,8,0,0
10,10,3,0,0,0,2,0,1
35,26,6,0,0,0,7,0,1
281,149,77,1,1,3,51,0,0
36,32,9,0,0,0,4,0,1
301,156,113,0,0,0,25,1,0
65,50,28,0,0,0,2,0,0
316,182,99,0,0,0,27,0,1
1203,480,453,0,0,0,9,3,1
39,30,16,0,0,0,0,0,1
69,61,10,0,0,0,16,0,1
589,284,170,0,0,0,15,2,1
79,62,6,0,0,1,6,0,0
575,267,196,0,0,0,28,1,1
68,62,12,0,0,0,11,0,1
431,226,177,0,0,0,5,1,0
981,474,209,21,5,68,187,0,0
613,340,144,0,0,0,13,1,1
65,57,11,0,0,0,8,0,0
132,72,24,0,0,7,35,0,0
180,121,38,0,0,0,52,1,0
1,1,0,0,0,0,0,0,1
364,222,120,0,0,0,13,1,1
95,76,21,0,0,0,11,0,1
617,300,213,10,10,1,29,0,1
60,46,28,0,0,0,1,0,0
1783,582,661,0,0,0,54,1,0
70,42,23,0,0,0,5,0,1
162,99,48,1,1,0,8,1,0
103,75,38,0,0,0,9,0,1
190,127,64,0,0,0,12,1,1
156,106,46,3,3,1,13,0,0
1142,490,440,0,0,1,32,1,1
146,105,51,0,0,0,10,0,0
406,199,162,1,1,2,15,0,0
312,134,65,15,1,3,51,0,0
139,92,46,0,0,0,3,0,1
150,145,11,0,0,0,17,0,1
64,51,14,0,0,1,6,0,0
123,87,21,0,0,1,8,0,0
909,365,388,0,0,3,9,2,1
979,349,343,0,0,0,75,2,0
576,311,112,0,0,44,123,0,0
556,282,137,0,0,0,86,0,0
191,139,62,0,0,0,20,0,1
8,7,3,0,0,0,0,0,0
213,124,78,0,0,0,3,4,0
16,14,3,1,1,0,4,0,0
83,67,26,0,0,0,11,0,1
145,106,46,0,0,0,9,0,1
108,68,39,0,0,0,0,0,1
105,68,21,0,0,3,16,0,0
7,7,1,0,0,0,2,0,1
241,157,94,0,0,0,6,0,1
5,5,2,0,0,0,0,0,0
98,84,27,0,0,0,13,0,1
334,162,50,8,3,1,40,0,0
838,383,220,16,12,3,69,2,0
107,83,36,0,0,0,8,0,1
46,40,16,0,0,0,0,0,1
2264,786,700,0,0,0,119,3,1
91,62,32,0,0,0,3,0,1
53,41,16,0,0,0,1,0,0
84,66,28,0,0,0,11,0,1
233,129,91,0,0,0,5,0,1
162,99,48,1,1,0,8,1,0
231,156,74,0,0,0,9,0,0
268,135,79,7,2,1,11,0,0
103,67,29,2,1,0,5,0,1
287,177,73,0,0,21,40,0,0
45,39,19,0,0,0,1,0,0
43,36,16,3,2,1,2,0,1
169,107,65,1,1,0,10,0,0
36,35,5,0,0,0,1,0,1
108,78,28,2,1,0,10,1,0
190,124,44,0,0,8,20,0,0
72,54,24,2,1,0,3,0,1
40,33,19,0,0,0,0,0,0
9,9,3,0,0,0,0,0,0
